playid,playerid,total_distance,total_time,avg_speed_mps
00058665-5942-483f-8e62-c4b8bae433a7,16,250.8548819588714,2.445334,31.26794459205328
0005ed2d-4dd6-4728-987a-9e38c3bc90d1,3,257.2563013724573,2.795604,28.048221657403907
000cb860-5975-4726-b38f-caf1b1a2d49c,6,2.621795589611553,2.565283,0.311514673318149
001174ea-7992-46f4-9ef0-e273c79b4c9a,3,2.3178335730505664,2.8381,0.2489255745272586
001991cf-976f-408c-b279-dbc66a67bceb,10,2.3769605123575235,2.632483,0.2752145271846288
001a961e-262a-45a4-aac4-02a84ffbcc2e,11,274.167801552514,2.575671,32.444495400696084
001d8fb9-6de5-4597-87e3-de784fc0c517,18,221.4223942155468,2.766037,24.399364779610206
0023019f-3d8a-420a-bbac-a9e87005629c,9,271.10595703322247,2.888212,28.610467550071192
00235926-ce70-4662-b24b-39e87a05db6f,3,2.3475288829482155,2.538896,0.28182596038696195
00260676-91d8-49fa-9647-aa52aadc8a7a,5,2.477619060736198,2.480086,0.30449681572025855
0028145b-f237-439f-9fdc-34c00496fcae,15,255.5916195177492,2.833541,27.4936292183561
002f5d97-979c-42cf-a55b-0f9ca154f719,17,256.484934441035,2.773326,28.18875531316098
002f618f-0537-4acd-8789-55171bfda363,15,255.3195827917566,2.785919,27.933837572064164
0031d179-1c3d-4d6e-ac66-2938ba006d73,8,276.19183341142764,2.636384,31.931338842825305
0037a542-7886-496d-a156-120bf19856c9,7,2.5892366022967774,2.456304,0.32129545706885543
00449216-6856-4f1c-b487-91c5f7ff46ff,1,2.7451383383272128,2.469854,0.3387723183322311
00449216-6856-4f1c-b487-91c5f7ff46ff,3,276.3381505054954,2.641896,31.88159877378784
0050eef8-adb4-4a0a-89be-20f4bc358684,3,273.04743895968244,2.716716,30.634361263713696
005dd9be-944d-4110-960c-3528c74903e3,19,257.4945582339,2.819571,27.83556127853944
00624361-ef15-4953-9917-8b2a34ffd355,5,270.78672173549563,2.810577,29.366138264484153
006bdb06-184d-4836-85e3-c707a832192e,4,2.7784462429257437,2.459115,0.3443801590587535
006d94e9-a6e1-44ae-bedf-f9d61443dcc9,5,260.11052052926146,2.638897,30.04349417855979
007080ea-b0d2-422d-a912-40cc0d79ba27,8,255.30922943646036,2.488938,31.265645481017653
007c0f57-2971-4390-b7d5-5b2bcbbb6574,2,246.76009164770554,2.928205,25.68552267830314
007c0f57-2971-4390-b7d5-5b2bcbbb6574,17,243.85031941718077,2.907881,25.560047800565666
007e4439-bfc0-4fec-ae04-71b79c2e570f,2,252.95413130416497,2.42727,31.764253346973963
00891f16-01bb-4708-9c24-f3c0cea4ae12,14,222.90012647408355,2.916731,23.29318629290828
008c1e2a-9b58-4103-89b0-1840662c8002,19,251.82508891833808,2.647928,28.987301430518297
009baf37-1557-435b-869a-da85463219e4,17,281.20164212836346,2.819654,30.397439019370886
009baf37-1557-435b-869a-da85463219e4,19,270.6162085524938,2.467693,33.425478925782144
00a55896-f212-4e3a-acc3-ce33b7a43111,11,2.5774950179297123,2.63093,0.2986094200396728
00a6429a-a606-443e-be25-44cb2ec013c8,18,2.4912280223730785,2.679177,0.28341774403830516
00a971cc-33e8-4c85-8a60-e07fa9fa2298,1,261.32798181812035,2.443347,32.59985947888821
00b63971-fafa-4511-8540-c3a12443d858,4,258.31687563076173,2.789496,28.225523066624284
00bdb6d3-19c5-4f06-a4b4-7f27fc1b2fe5,5,257.5296598182963,2.73384,28.71237538137445
00bfe138-cf1d-4861-9fb8-4d45facd4d5b,4,270.8582313003066,2.650153,31.152008544538166
00d180f1-30d3-4194-9d7d-246477a9861e,16,258.3067967099523,2.784596,28.274087744575326
00d84f70-6f70-44be-8790-55b3d5487f89,7,249.63332996338082,3.035362,25.06727005636839
00d91783-16b3-441a-b6d1-71fd83bc1fed,3,247.38205035162227,2.271114,33.200468557357524
00dbbf35-20dd-4f18-855c-71bc8b62a77e,7,2.47533555956383,2.672142,0.28235111702710985
00dbbf35-20dd-4f18-855c-71bc8b62a77e,13,257.05450734711434,2.670639,29.337628125478755
00dbd809-c0e8-477f-9cf3-5c56025c09dc,15,298.9857728019326,2.490065,36.59778501767185
00e430ca-d958-4ed5-959b-cd9ae1a796d8,19,281.837601019755,2.624974,32.72569587006246
00e9ee9d-990e-43cb-9240-67a16d54f2bf,1,2.7363491044062536,2.878699,0.2897278274050278
00e9ee9d-990e-43cb-9240-67a16d54f2bf,3,223.49384318690124,2.859238,23.824852426893983
00ec8f00-0162-4691-85c0-6db2d11891da,19,2.2253614596435636,2.666744,0.2543514386455386
00f011aa-a9c0-444a-b86f-813cf54e25b3,1,226.9463019197744,2.63652,26.236566695927678
00f1c399-4a53-4a42-b70a-9e213e3bb982,7,248.6920705907232,2.513336,30.159653590308835
00f52d33-42fc-47e4-bf2d-038187346da5,13,228.0849180924129,2.542234,27.346138488655036
00fbef68-52b1-48de-a8ba-b9dbdc3b3495,0,2.3902435756680167,2.517729,0.28936642580023964
010424fd-a9e8-426f-b6e5-1d431caa52c1,17,2.8122142592774853,2.766687,0.30981564095532943
01066e3f-9ad8-4741-823f-4cdcaf84edf6,3,281.3063547295643,2.722422,31.494814882325812
010972cb-8c98-493d-9060-8f19d84fba93,8,257.79599293015775,2.452292,32.04195040603325
010972cb-8c98-493d-9060-8f19d84fba93,9,263.3978577190548,2.781555,28.86287239790977
010972cb-8c98-493d-9060-8f19d84fba93,18,265.04994492220953,2.661947,30.34892250382501
010a5dbb-a03b-4a19-8088-b88526c3ff3e,18,263.48164185858053,2.653186,30.26896886931235
010dd624-c410-464f-b412-9eafd2f6fb80,3,247.3688543641489,2.724348,27.675622501307686
010fe9a2-4510-4a2b-9cc7-a47fc851a5b4,2,238.40441300015672,3.047435,23.84486136125882
01176b43-f2d3-45e4-91c6-54f56c666682,14,253.4233191985429,2.77451,27.8403853984004
012bd51e-c09e-4c45-9660-1de5cc38c449,4,286.6006565802924,2.714943,32.17595364826192
012f83a1-07a3-4d16-886d-c20e19a25726,4,276.92925637553947,2.90234,29.082753000428767
012fabd0-e915-4c4c-b178-87cdbe4af3dd,5,241.07975914933806,2.637835,27.856598532022755
0130c40a-10bc-4b80-9160-b00cd00c5491,3,246.47730562070174,2.903996,25.869967711109073
0130c40a-10bc-4b80-9160-b00cd00c5491,15,277.1372366202846,2.64322,31.957774881342743
01310db4-27f2-42bc-b419-5e3812e7c6aa,10,267.6124978295549,2.414704,33.779829469139216
0134a360-2729-445c-ae50-bb31b8660e85,0,271.8761589022971,3.087038,26.84380731089807
0134a360-2729-445c-ae50-bb31b8660e85,19,231.28560455463844,2.518717,27.988794401377287
0138e11f-cbcf-4b69-8b0d-3b8f7821c579,16,277.6012280535916,3.088943,27.392170820482843
014aa20d-a7f4-4130-91ec-ee49d3d81586,11,263.04413330362263,2.848012,28.151514751673858
014aea4e-3011-4e95-a679-ac1186811b3b,0,270.1078137765388,2.657246,30.98277752194905
014cd713-2783-4122-b6b3-1c7bdacd0380,12,254.24799576388247,2.899611,26.725926032433794
01531653-097c-49ab-8e70-01db0af3300b,10,285.4957046653274,2.779125,31.311686513557973
0164a641-3374-4a44-a623-bce1b2062516,4,284.1542257998582,2.460885,35.194740113331896
01661cb9-eae8-4f7f-bc84-e3f5a0d0efab,3,231.03862006891566,2.986547,23.579261065372652
01687683-56fb-4df2-a826-36a605a2ea26,4,237.0595911502038,3.019309,23.9312251189203
016f8924-c4e0-4826-bcff-0aaba0728e9b,7,284.4857407161219,2.767411,31.33298731929372
01716175-a73f-45de-a0d2-4c1059d3e2bb,9,260.7825247338895,2.867492,27.719872815299755
0174446a-092e-4529-93f3-ced9ac7f3433,6,270.2949084635086,2.692358,30.59990094173116
018a02a1-c2c1-4cdf-b2f1-5928a9a87087,5,2.543882316856422,2.588456,0.299551288558831
018efa8b-e18b-4d1f-a995-ae3638dabef5,14,240.0644433115198,2.872004,25.477555853456764
01980e50-e449-4e78-b4fc-11c96c704675,16,249.66692909284146,2.738778,27.785559832705708
0198bb61-9a2a-443d-a89d-2bddc12dd03e,11,271.19113557298823,2.556628,32.33128093826979
019c49cb-665c-4167-9ab1-f3f4392b7d48,8,252.3741907465225,3.093525,24.86601961824781
019c4a68-b1e3-4371-9a46-a4b05c9a06ac,12,255.17972376793492,2.389273,32.553324716123505
019e1f90-c3c2-4db0-9a52-09ebfe6428b3,1,229.6046611648735,2.691131,26.00523747192294
01a9400c-d8b4-407b-94c3-3dd3f526e674,10,230.51035341673935,2.468312,28.46461700199252
01ada73d-dec9-49da-ada6-aba65d8f605a,7,252.0078974492775,2.324423,33.045623426777226
01b0755f-520a-486e-9e35-dd86d761d1f0,8,269.3826386813618,2.522234,32.5536124999025
01b6f37f-80ca-40ed-8089-ef4ab8149ce0,19,267.7486409148588,2.990699,27.287863389411292
01b704cc-82d7-4411-8f38-4522a9436ebc,12,2.535058738628992,2.924547,0.26420703908472554
01ba8e05-776e-4b50-b25d-a3c265e2d928,6,254.45968841572954,2.258827,34.3361014496083
01ba8e05-776e-4b50-b25d-a3c265e2d928,14,240.6975681352187,2.615664,28.048181558340314
01c2eedb-ee6c-4291-aff3-9e34ff787c1a,15,2.752570295709764,2.773547,0.3024947571223188
01c67262-62db-4f01-902d-d278056255cc,8,251.3737112569353,2.429721,31.533952742357616
01d1e0e2-573a-4203-a3fc-3811195df836,8,2.6342347327244156,2.659141,0.30194515692639157
01d8a568-bb54-450b-8bd7-8c8684d722d3,17,221.68230068988169,2.557489,26.419963194475496
01dc4fd4-1b45-4d76-9905-5b6c471cd3f0,11,265.26725845606404,2.912742,27.75853830425363
01dee080-cfd5-40fb-ae1a-3675d901960f,4,247.3353268864111,2.713581,27.781668442909243
01dee080-cfd5-40fb-ae1a-3675d901960f,13,250.74356825609598,2.684764,28.46679991405504
01e32b3e-7562-4958-ac8b-820bdf90e916,18,242.25855500149316,2.547149,28.989433898234896
01e994cc-0cce-4d22-8caa-466583e0694f,10,243.07816649791673,2.410939,30.730858453310113
01ea4375-faa5-4cc3-bfd1-f0f691ee02a6,15,237.885261407038,2.687602,26.97848404520654
01ed137e-8ae1-4a03-9ee5-32d80e76b0b5,6,242.07542525219915,2.64732,27.871428318779106
01ed137e-8ae1-4a03-9ee5-32d80e76b0b5,19,269.45850710982273,2.710075,30.305785990082924
01f5a5ad-629f-4092-8270-b8bda796b10d,19,2.560845167303998,2.413823,0.32336488922106493
01f7e20e-b40a-4fc7-a6b6-8e83b029d7f2,5,242.67975941777985,2.609591,28.34497462266666
01fa0997-b55e-4478-beb6-771bc65a6909,3,297.90127115524433,2.428259,37.393172412052614
01fa7073-8afb-45dc-a2c9-d716b7e0db69,14,221.45120121837508,2.256564,29.911992804706944
01fa7073-8afb-45dc-a2c9-d716b7e0db69,17,273.03378987677917,2.803957,29.679734444730176
01fadc76-d5a8-471c-8230-5aeb4b06661c,7,257.89829277072965,2.838327,27.69497652543854
01fadc76-d5a8-471c-8230-5aeb4b06661c,14,289.60495246953076,2.739825,32.21796629810772
01fd96ba-1b8d-40ba-8f72-6cc42c6d1324,2,2.471118919480051,2.628253,0.28657707102684543
020509c7-33e9-4bdd-a048-7a08080a2899,18,267.4480964075141,2.876651,28.337876157034792
0207892a-1b3a-4dbb-b666-d77613730d5e,3,301.71226224534917,2.564941,35.85341632902372
0207892a-1b3a-4dbb-b666-d77613730d5e,9,2.4662762118503156,2.645482,0.2841527515106798
0213e18d-8c15-4512-847d-3a8ea724fdf5,12,246.31115661925296,2.550322,29.437710429329435
021d735c-085d-46f9-9d71-a7ea515d2858,8,242.84743044501886,2.74612,26.95435625524076
021d735c-085d-46f9-9d71-a7ea515d2858,15,241.88054390647116,2.786235,26.460506663182542
0220a520-e61b-451e-9010-dcf2ae86f26f,6,241.1449139063545,2.75692,26.66053775904156
022745ce-9434-4743-9125-0abefb142cff,17,257.54454001674793,2.333733,33.636913818806505
02293739-4b0f-484a-915e-a31eda0bdd19,18,253.2143071835464,2.952412,26.141243440801947
022ca434-51a6-43c4-ab72-5586026d6e0f,12,232.25453300965148,2.623295,26.985596992081245
022ca434-51a6-43c4-ab72-5586026d6e0f,18,2.344459929621323,2.76169,0.2587514842536922
022f9d31-c308-436e-a66d-e2f7ad31560c,2,225.55896570472726,2.686019,25.59563902816803
022f9d31-c308-436e-a66d-e2f7ad31560c,15,285.2500194187888,2.777286,31.305456448794548
02388110-258e-4fab-b088-9023a546aa96,18,231.72450818795846,2.543657,27.76696311479486
0241bcaf-cea0-476c-89ad-52e8f0153e92,13,2.360136556323552,2.390317,0.3009515567882497
024e92c5-7b3d-41a6-9aec-5a3d6cdf285a,7,2.3238587115418294,2.93057,0.24169773637140543
02507698-d4bb-4605-b6a1-cdce90d7828f,16,245.55802915476286,2.755845,27.159033721552454
025aecce-f2ea-451d-8da2-ff0fe7f90cde,8,2.193617728343503,2.607152,0.2564540477881994
025c5b61-9990-4d97-9d17-17a4be1a7ec5,19,271.6641359541632,2.664946,31.0712594697337
025db57d-5c59-46d0-8903-a16327fcfade,3,2.3646354709036497,2.483735,0.2901842956400069
0261daf2-0cd5-4759-97a5-a67e2708399a,3,2.329594481131981,2.829663,0.25093461583553517
0261daf2-0cd5-4759-97a5-a67e2708399a,6,243.98618456923992,2.430134,30.602011681950188
0261daf2-0cd5-4759-97a5-a67e2708399a,8,277.3070324241519,2.778562,30.419757947773522
02650424-a615-49aa-9af3-a4e5ceb9035c,8,257.9852192710956,3.013983,26.089694213215516
0267af90-2dcb-4e83-a5c3-af723a55361e,7,258.54030334200286,2.85052,27.64516104382445
027121e9-d0f0-4251-9bdb-5f5b007d3056,16,2.449159269389698,2.541307,0.29374795934138614
027121e9-d0f0-4251-9bdb-5f5b007d3056,18,2.47879179040784,2.835012,0.2665017776701861
02745efe-1c86-41f4-852c-c2f70509b941,0,229.5981508757514,2.672874,26.182123207801425
02745efe-1c86-41f4-852c-c2f70509b941,15,233.20851788592586,2.507508,28.347648841650834
02782303-03c6-410f-af5d-4f386fba687d,9,253.46101941197554,2.826764,27.32980847243355
02792d2a-9c6c-4dc9-8b7b-6ad501eae28f,4,246.49715357943361,2.670137,28.138006555847646
027b9ab5-babf-4412-bf68-0cda25cde37b,4,251.0753465826988,2.64384,28.945687196807146
027c1a0d-7a7b-46f8-8602-badd1b6938a0,6,275.1612520435594,2.520898,33.26955300169897
027c1a0d-7a7b-46f8-8602-badd1b6938a0,18,204.1120426922595,2.583184,24.08397954330806
027d136a-2dac-4d63-a49a-0d6a6f1b4df2,9,223.14266505672126,2.565868,26.507164167949654
0281ba04-6d29-4913-8bbf-5e0ddbabd6d1,4,255.55613960482168,2.78279,27.991156843150097
0281ba04-6d29-4913-8bbf-5e0ddbabd6d1,17,2.4945696725030606,2.375642,0.3200586772665801
02893221-23ca-4a34-a698-096d5b546af2,19,239.80667117267907,2.57926,28.338776770636763
028cb34e-ed8c-4919-a5e4-1ecbf18f8c91,14,245.74642548704563,2.622057,28.566698011695213
028ce51f-72e8-4a3e-91c3-842172b4544b,1,221.7539323641655,2.542082,26.58867754250164
028ed62a-4f66-43eb-a7cd-0537a907e1b9,18,274.3032498532563,3.155123,26.499008297068777
02967d24-4c8e-44c7-adb5-a162d68c8523,5,270.18675170698907,2.799162,29.420562982882117
029a8141-637f-4fe5-98d0-86228f72c58f,4,226.26459646690395,2.865326,24.068971210644907
029e4c1e-4979-4ed8-90c8-6bbc66ee0c61,13,241.94052795281263,2.65038,27.823735811475064
02a3a2b4-5277-4921-b996-6a92ee043ec6,3,266.7000959443976,2.858537,28.437690064481373
02a42f62-bd4c-4e28-ac81-0cdd20939045,5,245.98714405962198,2.692461,27.846970303143767
02aba8b1-6c19-4e27-b904-cf995d7ba348,15,256.3159033323746,2.460165,31.756035605623115
02ad124a-b9e7-4917-8626-59372d8bc852,0,284.9314346785873,2.595439,33.46143033607549
02ad124a-b9e7-4917-8626-59372d8bc852,1,239.1108508610876,2.828938,25.762666888584874
02ad2e93-a06f-4c85-a801-a353c8db58e1,9,273.7439807969604,2.739486,30.45723370986876
02b02243-0875-4101-bd04-0d9ba808e6af,18,276.9452572729902,2.650985,31.842094322226426
02b3f22f-510d-4ecb-b631-c56394d5bcb0,4,259.609572091378,3.086483,25.637269854864595
02b5a062-fc33-418b-988b-9854aa5a1d20,14,2.4399369310696892,2.645399,0.281126883540079
02b64ca9-45d5-448b-a792-b346f20b0663,10,2.4759037773026944,2.634457,0.2864557938587957
02bf7901-4ce1-4b1d-8a76-76226fdd4c34,1,2.6447184888833366,2.742697,0.2939115022226812
02c434f3-5bdf-48cf-85c7-de28d8f27282,3,251.66267692888658,2.727065,28.127963186768422
02c92ce0-0bb3-428f-be53-884a8c167892,13,2.677815099131434,2.799919,0.2915077336934608
